;infix;prefix;conclusion
2146;( 3 or 3 ) sep ( 1 and 2 );sep or 3 3 and 1 2;TTTnn
2147;( 3 or 3 ) sep ( 5 or 4 );sep or 3 3 or 5 4;nnTnT,nnTTn
2148;( 1 or 2 ) sep ( 3 and 2 );sep or 1 2 and 3 2;nTTnn
2149;5 sep ( 4 or 2 );sep 5 or 4 2;nnnTT,nTnnT
2150;( 5 and 1 ) sep ( 2 or 4 );sep and 5 1 or 2 4;TnnTT,TTnnT
2151;( 3 and 2 ) sep ( 5 and 4 );sep and 3 2 and 5 4;nTTTT
2152;( 1 and 5 ) sep ( 4 and 5 );sep and 1 5 and 4 5;TnnTT
2153;( 3 and 5 ) sep ( 5 or 4 );sep and 3 5 or 5 4;nnTnT
2154;( 4 or 2 ) sep ( 2 and 2 );sep or 4 2 and 2 2;nTnnn
2155;( 4 or 4 ) sep ( 3 and 4 );sep or 4 4 and 3 4;nnTTn
2156;( 2 or 5 ) sep ( 3 and 2 );sep or 2 5 and 3 2;nTTnn
2157;( 1 or 3 ) sep ( 4 or 1 );sep or 1 3 or 4 1;nnTTn,Tnnnn
2158;( 4 and 3 ) sep ( 2 or 5 );sep and 4 3 or 2 5;nnTTT,nTTTn
2159;( 5 or 4 ) sep ( 3 and 3 );sep or 5 4 and 3 3;nnTnT,nnTTn
2160;( 1 or 2 ) sep ( 1 or 1 );sep or 1 2 or 1 1;Tnnnn
2161;( 1 and 2 ) sep ( 4 or 2 );sep and 1 2 or 4 2;TTnnn
2162;( 3 and 3 ) sep ( 1 and 2 );sep and 3 3 and 1 2;TTTnn
2163;( 4 and 5 ) sep ( 3 and 1 );sep and 4 5 and 3 1;TnTTT
2164;( 1 and 3 ) sep ( 4 or 1 );sep and 1 3 or 4 1;TnTnn
2165;( 5 and 1 ) sep ( 4 or 3 );sep and 5 1 or 4 3;TnnTT,TnTnT
2166;( 1 or 5 ) sep ( 2 and 3 );sep or 1 5 and 2 3;nTTnT,TTTnn
2167;( 4 and 4 ) sep ( 1 or 1 );sep and 4 4 or 1 1;TnnTn
2168;( 4 and 1 ) sep ( 3 and 2 );sep and 4 1 and 3 2;TTTTn
2169;( 5 or 3 ) sep ( 2 or 5 );sep or 5 3 or 2 5;nnnnT,nTTnn
2170;( 4 or 4 ) sep ( 3 and 1 );sep or 4 4 and 3 1;TnTTn
2171;3 sep ( 4 and 3 );sep 3 and 4 3;nnTTn
2172;5 sep ( 1 or 2 );sep 5 or 1 2;nTnnT,TnnnT
2173;( 2 or 5 ) sep 4;sep or 2 5 4;nnnTT,nTnTn
2174;( 4 and 2 ) sep ( 3 or 3 );sep and 4 2 or 3 3;nTTTn
2175;5 sep 3;sep 5 3;nnTnT
2176;( 2 or 5 ) sep 2;sep or 2 5 2;nTnnn
2177;( 3 and 1 ) sep ( 4 and 5 );sep and 3 1 and 4 5;TnTTT
2178;( 5 and 4 ) sep 5;sep and 5 4 5;nnnTT
2179;( 4 and 4 ) sep ( 2 or 2 );sep and 4 4 or 2 2;nTnTn
2180;( 5 and 5 ) sep ( 4 or 2 );sep and 5 5 or 4 2;nnnTT,nTnnT
2181;( 4 or 4 ) sep ( 2 or 1 );sep or 4 4 or 2 1;nTnTn,TnnTn
2182;( 2 or 5 ) sep not 2;sep or 2 5 not 2;nFnnT
2183;( 1 or 1 ) sep ( 1 or 1 );sep or 1 1 or 1 1;Tnnnn
2184;( 5 and 2 ) sep ( 4 and 1 );sep and 5 2 and 4 1;TTnTT
2185;( 2 and 1 ) sep ( 5 and 2 );sep and 2 1 and 5 2;TTnnT
2186;( 4 and 2 ) sep ( 2 and 5 );sep and 4 2 and 2 5;nTnTT
2187;( 5 and 4 ) sep ( 5 and 1 );sep and 5 4 and 5 1;TnnTT
2188;( 4 and 1 ) sep not 5;sep and 4 1 not 5;TnnTF
2189;( 4 or 5 ) sep ( 1 and 1 );sep or 4 5 and 1 1;TnnnT,TnnTn
2190;( 5 and 3 ) sep ( 5 or 5 );sep and 5 3 or 5 5;nnTnT
2191;2 sep 5;sep 2 5;nTnnT
2192;( 1 and 3 ) sep ( 1 or 2 );sep and 1 3 or 1 2;TnTnn
2193;( 2 and 1 ) sep ( 1 and 1 );sep and 2 1 and 1 1;TTnnn
2194;( 5 and 2 ) sep ( 2 and 2 );sep and 5 2 and 2 2;nTnnT
2195;( 1 or 2 ) sep ( 2 or 5 );sep or 1 2 or 2 5;nTnnn,TnnnT
2196;( 5 or 3 ) sep ( 3 or 2 );sep or 5 3 or 3 2;nnTnn,nTnnT
2197;( 4 and 1 ) sep ( 2 or 4 );sep and 4 1 or 2 4;TnnTn
2198;5 sep ( 4 or 1 );sep 5 or 4 1;nnnTT,TnnnT
2199;( 2 and 2 ) sep ( 5 and 5 );sep and 2 2 and 5 5;nTnnT
2200;( 1 and 3 ) sep ( 3 or 4 );sep and 1 3 or 3 4;TnTnn
2201;( 3 and 3 ) sep ( 4 and 2 );sep and 3 3 and 4 2;nTTTn
2202;( 4 or 3 ) sep ( 5 or 5 );sep or 4 3 or 5 5;nnnTT,nnTnT
2203;( 2 and 5 ) sep ( 4 and 1 );sep and 2 5 and 4 1;TTnTT
2204;( 1 and 2 ) sep ( 3 or 2 );sep and 1 2 or 3 2;TTnnn
2205;( 1 and 1 ) sep ( 1 and 3 );sep and 1 1 and 1 3;TnTnn
2206;( 3 or 5 ) sep ( 4 and 4 );sep or 3 5 and 4 4;nnnTT,nnTTn
2207;( 2 and 4 ) sep ( 1 and 1 );sep and 2 4 and 1 1;TTnTn
2208;( 5 and 2 ) sep ( 4 or 1 );sep and 5 2 or 4 1;nTnTT,TTnnT
2209;( 2 and 4 ) sep ( 5 or 3 );sep and 2 4 or 5 3;nTnTT,nTTTn
2210;( 3 and 1 ) sep ( 1 or 1 );sep and 3 1 or 1 1;TnTnn
2211;5 sep ( 3 or 3 );sep 5 or 3 3;nnTnT
2212;( 3 or 2 ) sep ( 2 or 3 );sep or 3 2 or 2 3;nnTnn,nTnnn
2213;( 4 and 4 ) sep 1;sep and 4 4 1;TnnTn
2214;( 5 and 5 ) sep ( 5 and 1 );sep and 5 5 and 5 1;TnnnT
2215;( 3 or 1 ) sep ( 4 or 5 );sep or 3 1 or 4 5;nnTnT,nnTTn,TnnnT,TnnTn
2216;( 1 or 3 ) sep ( 1 and 2 );sep or 1 3 and 1 2;TTnnn
2217;( 2 and 2 ) sep ( 2 or 3 );sep and 2 2 or 2 3;nTnnn
2218;( 3 or 5 ) sep ( 5 or 1 );sep or 3 5 or 5 1;nnnnT,TnTnn
2219;( 5 and 2 ) sep 5;sep and 5 2 5;nTnnT
2220;( 1 or 1 ) sep ( 3 and 2 );sep or 1 1 and 3 2;TTTnn
2221;( 2 and 2 ) sep ( 4 or 1 );sep and 2 2 or 4 1;nTnTn,TTnnn
2222;( 4 or 3 ) sep ( 5 or 1 );sep or 4 3 or 5 1;nnnTT,nnTnT,TnnTn,TnTnn
2223;( 2 and 2 ) sep ( 4 and 5 );sep and 2 2 and 4 5;nTnTT
2224;( 3 or 5 ) sep 5;sep or 3 5 5;nnnnT
2225;( 2 and 5 ) sep ( 2 or 1 );sep and 2 5 or 2 1;nTnnT
2226;( 3 and 3 ) sep ( 3 and 1 );sep and 3 3 and 3 1;TnTnn
2227;( 4 or 5 ) sep ( 2 or 1 );sep or 4 5 or 2 1;nTnnT,nTnTn,TnnnT,TnnTn
2228;4 sep ( 5 and 5 );sep 4 and 5 5;nnnTT
2229;( 5 and 3 ) sep ( 2 and 4 );sep and 5 3 and 2 4;nTTTT
2230;( 5 and 1 ) sep ( 1 or 1 );sep and 5 1 or 1 1;TnnnT
2231;( 5 or 3 ) sep ( 5 and 5 );sep or 5 3 and 5 5;nnnnT
2232;( 3 and 3 ) sep ( 5 and 3 );sep and 3 3 and 5 3;nnTnT
2233;( 2 or 5 ) sep ( 2 and 2 );sep or 2 5 and 2 2;nTnnn
2234;( 5 and 5 ) sep ( 5 and 5 );sep and 5 5 and 5 5;nnnnT
2235;( 2 or 1 ) sep ( 2 and 5 );sep or 2 1 and 2 5;nTnnT
2236;( 1 and 1 ) sep ( 5 and 5 );sep and 1 1 and 5 5;TnnnT
2237;( 5 and 3 ) sep ( 1 and 5 );sep and 5 3 and 1 5;TnTnT
2238;( 2 and 1 ) sep ( 2 or 5 );sep and 2 1 or 2 5;TTnnn
2239;( 2 or 5 ) sep 1;sep or 2 5 1;TnnnT,TTnnn
2240;( 2 or 1 ) sep ( 2 or 2 );sep or 2 1 or 2 2;nTnnn
2241;( 5 and 1 ) sep ( 2 or 3 );sep and 5 1 or 2 3;TnTnT,TTnnT
2242;( 3 or 3 ) sep ( 4 and 4 );sep or 3 3 and 4 4;nnTTn
2243;( 2 and 2 ) sep ( 2 or 5 );sep and 2 2 or 2 5;nTnnn
2244;( 3 or 2 ) sep ( 3 and 1 );sep or 3 2 and 3 1;TnTnn
2245;( 2 and 5 ) sep ( 2 and 1 );sep and 2 5 and 2 1;TTnnT
2246;3 sep ( 1 or 2 );sep 3 or 1 2;nTTnn,TnTnn
2247;( 4 or 2 ) sep ( 2 or 1 );sep or 4 2 or 2 1;nTnnn,TnnTn
2248;( 4 and 5 ) sep ( 4 or 1 );sep and 4 5 or 4 1;nnnTT
2249;( 3 and 1 ) sep ( 1 and 1 );sep and 3 1 and 1 1;TnTnn
2250;( 3 or 5 ) sep ( 4 or 5 );sep or 3 5 or 4 5;nnnnT,nnTTn
2251;( 5 and 4 ) sep ( 3 and 3 );sep and 5 4 and 3 3;nnTTT
2252;( 4 or 4 ) sep 3;sep or 4 4 3;nnTTn
2253;not 4 sep ( 5 or 1 );sep not 4 or 5 1;nnnFT,TnnFn
2254;( 5 and 2 ) sep 1;sep and 5 2 1;TTnnT
2255;( 4 or 1 ) sep ( 1 or 4 );sep or 4 1 or 1 4;nnnTn,Tnnnn
2256;( 1 and 1 ) sep ( 2 and 2 );sep and 1 1 and 2 2;TTnnn
2257;( 3 and 3 ) sep ( 1 or 1 );sep and 3 3 or 1 1;TnTnn
2258;( 3 or 5 ) sep ( 2 and 1 );sep or 3 5 and 2 1;TTnnT,TTTnn
2259;( 4 and 1 ) sep ( 5 and 4 );sep and 4 1 and 5 4;TnnTT
2260;( 5 or 3 ) sep ( 1 or 4 );sep or 5 3 or 1 4;nnnTT,nnTTn,TnnnT,TnTnn
2261;( 2 and 1 ) sep ( 5 and 5 );sep and 2 1 and 5 5;TTnnT
2262;( 2 and 3 ) sep ( 4 and 2 );sep and 2 3 and 4 2;nTTTn
2263;( 1 or 5 ) sep ( 1 or 2 );sep or 1 5 or 1 2;nTnnT,Tnnnn
2264;( 4 or 3 ) sep ( 5 and 2 );sep or 4 3 and 5 2;nTnTT,nTTnT
2265;( 5 or 5 ) sep ( 2 or 5 );sep or 5 5 or 2 5;nnnnT
2266;( 5 or 5 ) sep 4;sep or 5 5 4;nnnTT
2267;( 4 or 3 ) sep not 3;sep or 4 3 not 3;nnFTn
2268;1 sep ( 5 or 4 );sep 1 or 5 4;TnnnT,TnnTn
2269;( 2 or 5 ) sep ( 4 or 1 );sep or 2 5 or 4 1;nnnTT,nTnTn,TnnnT,TTnnn
2270;( 1 and 3 ) sep ( 3 and 4 );sep and 1 3 and 3 4;TnTTn
2271;3 sep ( 2 and 4 );sep 3 and 2 4;nTTTn
2272;( 3 and 2 ) sep ( 4 and 5 );sep and 3 2 and 4 5;nTTTT
2273;( 4 or 3 ) sep ( 5 and 1 );sep or 4 3 and 5 1;TnnTT,TnTnT
2274;( 2 and 3 ) sep ( 4 or 2 );sep and 2 3 or 4 2;nTTnn
2275;1 sep ( 3 or 4 );sep 1 or 3 4;TnnTn,TnTnn
2276;3 sep ( 5 or 5 );sep 3 or 5 5;nnTnT
2277;( 3 and 4 ) sep not 5;sep and 3 4 not 5;nnTTF
2278;( 3 and 2 ) sep ( 2 and 3 );sep and 3 2 and 2 3;nTTnn
2279;( 5 and 2 ) sep ( 3 or 3 );sep and 5 2 or 3 3;nTTnT
2280;5 sep ( 4 and 1 );sep 5 and 4 1;TnnTT
2281;( 1 and 1 ) sep ( 4 or 1 );sep and 1 1 or 4 1;Tnnnn
2282;( 3 or 5 ) sep ( 3 and 1 );sep or 3 5 and 3 1;TnTnn
2283;( 4 or 1 ) sep ( 2 and 4 );sep or 4 1 and 2 4;nTnTn
2284;( 4 and 2 ) sep ( 3 and 2 );sep and 4 2 and 3 2;nTTTn
2285;( 2 and 1 ) sep ( 4 and 1 );sep and 2 1 and 4 1;TTnTn
2286;( 2 and 4 ) sep 2;sep and 2 4 2;nTnTn
2287;( 2 and 3 ) sep ( 3 or 3 );sep and 2 3 or 3 3;nTTnn
2288;( 1 or 4 ) sep ( 3 and 3 );sep or 1 4 and 3 3;nnTTn,TnTnn
2289;( 4 or 1 ) sep ( 4 and 2 );sep or 4 1 and 4 2;nTnTn
2290;( 1 or 2 ) sep ( 3 and 3 );sep or 1 2 and 3 3;nTTnn,TnTnn
2291;( 4 or 5 ) sep ( 3 or 4 );sep or 4 5 or 3 4;nnnTn,nnTnT
2292;( 5 and 1 ) sep ( 1 and 1 );sep and 5 1 and 1 1;TnnnT
2293;( 3 and 4 ) sep 5;sep and 3 4 5;nnTTT
2294;( 2 or 2 ) sep ( 2 or 4 );sep or 2 2 or 2 4;nTnnn
2295;( 5 or 2 ) sep ( 2 or 1 );sep or 5 2 or 2 1;nTnnn,TnnnT
2296;( 2 and 5 ) sep ( 5 or 3 );sep and 2 5 or 5 3;nTnnT
2297;( 4 and 1 ) sep ( 1 or 1 );sep and 4 1 or 1 1;TnnTn
2298;2 sep ( 4 and 2 );sep 2 and 4 2;nTnTn
2299;( 4 and 1 ) sep ( 1 and 5 );sep and 4 1 and 1 5;TnnTT
2300;( 5 or 3 ) sep 5;sep or 5 3 5;nnnnT
2301;( 3 and 1 ) sep ( 4 and 4 );sep and 3 1 and 4 4;TnTTn
2302;( 5 and 1 ) sep ( 1 or 4 );sep and 5 1 or 1 4;TnnnT
2303;( 2 or 4 ) sep 2;sep or 2 4 2;nTnnn
2304;( 3 and 4 ) sep ( 2 or 3 );sep and 3 4 or 2 3;nnTTn
2305;4 sep ( 2 or 5 );sep 4 or 2 5;nnnTT,nTnTn
2306;( 5 and 2 ) sep ( 1 or 3 );sep and 5 2 or 1 3;nTTnT,TTnnT
2307;( 5 and 1 ) sep ( 5 or 2 );sep and 5 1 or 5 2;TnnnT
2308;( 2 and 1 ) sep ( 3 or 2 );sep and 2 1 or 3 2;TTnnn
2309;( 4 and 4 ) sep ( 2 and 3 );sep and 4 4 and 2 3;nTTTn
2310;( 2 or 1 ) sep ( 2 and 2 );sep or 2 1 and 2 2;nTnnn
2311;2 sep ( 1 or 1 );sep 2 or 1 1;TTnnn
2312;( 1 or 3 ) sep ( 4 or 4 );sep or 1 3 or 4 4;nnTTn,TnnTn
2313;( 5 or 5 ) sep ( 3 or 5 );sep or 5 5 or 3 5;nnnnT
2314;( 5 or 1 ) sep ( 5 or 4 );sep or 5 1 or 5 4;nnnnT,TnnTn
2315;( 2 or 2 ) sep ( 3 or 2 );sep or 2 2 or 3 2;nTnnn
2316;( 5 or 4 ) sep ( 2 and 5 );sep or 5 4 and 2 5;nTnnT
2317;( 2 or 5 ) sep ( 1 and 5 );sep or 2 5 and 1 5;TnnnT
2318;( 3 or 3 ) sep ( 3 or 2 );sep or 3 3 or 3 2;nnTnn
2319;( 5 or 5 ) sep ( 2 and 4 );sep or 5 5 and 2 4;nTnTT
2320;( 4 and 4 ) sep ( 2 or 5 );sep and 4 4 or 2 5;nnnTT,nTnTn
2321;( 5 and 5 ) sep ( 4 and 4 );sep and 5 5 and 4 4;nnnTT
2322;2 sep ( 4 and 4 );sep 2 and 4 4;nTnTn
2323;( 4 and 3 ) sep 4;sep and 4 3 4;nnTTn
2324;( 5 or 4 ) sep ( 1 or 2 );sep or 5 4 or 1 2;nTnnT,nTnTn,TnnnT,TnnTn
2325;( 3 and 2 ) sep ( 3 and 1 );sep and 3 2 and 3 1;TTTnn
2326;( 3 or 3 ) sep ( 4 and 5 );sep or 3 3 and 4 5;nnTTT
2327;( 1 or 4 ) sep ( 5 and 1 );sep or 1 4 and 5 1;TnnnT
2328;1 sep ( 5 and 5 );sep 1 and 5 5;TnnnT
2329;( 5 or 5 ) sep ( 2 and 5 );sep or 5 5 and 2 5;nTnnT
2330;( 1 and 3 ) sep ( 4 or 3 );sep and 1 3 or 4 3;TnTnn
2331;2 sep ( 4 or 4 );sep 2 or 4 4;nTnTn
2332;( 1 and 4 ) sep ( 1 and 4 );sep and 1 4 and 1 4;TnnTn
2333;( 2 or 1 ) sep ( 4 and 4 );sep or 2 1 and 4 4;nTnTn,TnnTn
2334;4 sep 2;sep 4 2;nTnTn
2335;( 1 and 1 ) sep ( 3 and 3 );sep and 1 1 and 3 3;TnTnn
2336;( 1 and 4 ) sep ( 1 and 5 );sep and 1 4 and 1 5;TnnTT
2337;( 5 and 2 ) sep ( 5 and 4 );sep and 5 2 and 5 4;nTnTT
2338;( 1 or 4 ) sep ( 2 and 5 );sep or 1 4 and 2 5;nTnTT,TTnnT
2339;( 5 or 5 ) sep ( 1 or 4 );sep or 5 5 or 1 4;nnnTT,TnnnT
2340;( 5 or 4 ) sep ( 5 or 1 );sep or 5 4 or 5 1;nnnnT,TnnTn
2341;( 5 and 3 ) sep 4;sep and 5 3 4;nnTTT
2342;( 2 and 2 ) sep ( 1 and 5 );sep and 2 2 and 1 5;TTnnT
2343;3 sep ( 4 and 1 );sep 3 and 4 1;TnTTn
2344;( 3 or 1 ) sep ( 5 and 4 );sep or 3 1 and 5 4;nnTTT,TnnTT
2345;( 5 or 4 ) sep ( 4 and 2 );sep or 5 4 and 4 2;nTnTn
2346;( 5 or 3 ) sep ( 3 or 5 );sep or 5 3 or 3 5;nnnnT,nnTnn
2347;( 5 and 1 ) sep ( 3 and 5 );sep and 5 1 and 3 5;TnTnT
2348;( 2 and 3 ) sep ( 3 and 3 );sep and 2 3 and 3 3;nTTnn
2349;( 2 or 1 ) sep 3;sep or 2 1 3;nTTnn,TnTnn
2350;( 2 and 1 ) sep ( 5 or 5 );sep and 2 1 or 5 5;TTnnT
2351;( 5 or 4 ) sep ( 5 or 2 );sep or 5 4 or 5 2;nnnnT,nTnTn
2352;( 5 or 5 ) sep ( 2 or 3 );sep or 5 5 or 2 3;nnTnT,nTnnT
2353;( 1 and 5 ) sep ( 5 or 4 );sep and 1 5 or 5 4;TnnnT
2354;( 3 or 5 ) sep ( 5 and 1 );sep or 3 5 and 5 1;TnnnT
2355;( 4 or 2 ) sep ( 3 and 1 );sep or 4 2 and 3 1;TnTTn,TTTnn
2356;( 2 or 3 ) sep ( 3 and 5 );sep or 2 3 and 3 5;nnTnT
2357;( 1 or 3 ) sep ( 5 and 3 );sep or 1 3 and 5 3;nnTnT
2358;( 2 or 4 ) sep ( 1 and 3 );sep or 2 4 and 1 3;TnTTn,TTTnn
2359;( 4 or 3 ) sep 5;sep or 4 3 5;nnnTT,nnTnT
2360;( 2 and 3 ) sep ( 3 and 1 );sep and 2 3 and 3 1;TTTnn
2361;( 2 and 3 ) sep ( 4 and 4 );sep and 2 3 and 4 4;nTTTn
2362;( 5 or 1 ) sep ( 3 and 5 );sep or 5 1 and 3 5;nnTnT
2363;( 3 or 1 ) sep ( 5 or 4 );sep or 3 1 or 5 4;nnTnT,nnTTn,TnnnT,TnnTn
2364;( 4 or 4 ) sep ( 5 or 2 );sep or 4 4 or 5 2;nnnTT,nTnTn
2365;1 sep ( 5 or 3 );sep 1 or 5 3;TnnnT,TnTnn
2366;( 5 and 5 ) sep ( 2 or 2 );sep and 5 5 or 2 2;nTnnT
2367;( 2 or 1 ) sep ( 5 and 3 );sep or 2 1 and 5 3;nTTnT,TnTnT
2368;( 3 and 1 ) sep ( 4 or 4 );sep and 3 1 or 4 4;TnTTn
2369;( 1 or 3 ) sep ( 5 or 2 );sep or 1 3 or 5 2;nnTnT,nTTnn,TnnnT,TTnnn
2370;( 2 and 5 ) sep ( 4 and 4 );sep and 2 5 and 4 4;nTnTT
2371;( 3 or 4 ) sep ( 2 and 2 );sep or 3 4 and 2 2;nTnTn,nTTnn
2372;2 sep ( 1 and 5 );sep 2 and 1 5;TTnnT
2373;( 1 or 3 ) sep 4;sep or 1 3 4;nnTTn,TnnTn
2374;( 4 and 3 ) sep ( 3 and 5 );sep and 4 3 and 3 5;nnTTT
2375;( 4 or 3 ) sep ( 1 or 3 );sep or 4 3 or 1 3;nnTnn,TnnTn
2376;( 2 or 1 ) sep ( 4 or 2 );sep or 2 1 or 4 2;nTnnn,TnnTn
2377;( 1 or 3 ) sep ( 5 or 5 );sep or 1 3 or 5 5;nnTnT,TnnnT
2378;( 5 and 1 ) sep ( 3 or 5 );sep and 5 1 or 3 5;TnnnT
2379;( 1 and 2 ) sep ( 1 and 4 );sep and 1 2 and 1 4;TTnTn
2380;( 5 or 1 ) sep ( 4 or 3 );sep or 5 1 or 4 3;nnnTT,nnTnT,TnnTn,TnTnn
2381;5 sep ( 4 and 4 );sep 5 and 4 4;nnnTT
2382;( 1 and 4 ) sep ( 3 or 3 );sep and 1 4 or 3 3;TnTTn
2383;( 5 and 3 ) sep 2;sep and 5 3 2;nTTnT
2384;1 sep ( 4 or 1 );sep 1 or 4 1;Tnnnn
2385;( 5 and 3 ) sep ( 4 or 1 );sep and 5 3 or 4 1;nnTTT,TnTnT
2386;( 2 and 5 ) sep ( 1 and 3 );sep and 2 5 and 1 3;TTTnT
2387;( 5 and 3 ) sep ( 3 and 3 );sep and 5 3 and 3 3;nnTnT
2388;( 5 or 4 ) sep ( 1 and 4 );sep or 5 4 and 1 4;TnnTn
2389;1 sep ( 3 and 2 );sep 1 and 3 2;TTTnn
2390;( 4 or 4 ) sep ( 5 and 2 );sep or 4 4 and 5 2;nTnTT
2391;( 4 or 1 ) sep ( 5 and 4 );sep or 4 1 and 5 4;nnnTT
2392;( 2 or 1 ) sep ( 4 and 1 );sep or 2 1 and 4 1;TnnTn
2393;( 3 and 4 ) sep ( 1 or 2 );sep and 3 4 or 1 2;nTTTn,TnTTn
2394;( 1 and 3 ) sep ( 2 and 4 );sep and 1 3 and 2 4;TTTTn
2395;( 3 and 4 ) sep ( 5 or 1 );sep and 3 4 or 5 1;nnTTT,TnTTn
2396;( 3 and 4 ) sep ( 4 and 3 );sep and 3 4 and 4 3;nnTTn
2397;( 3 and 2 ) sep ( 4 or 2 );sep and 3 2 or 4 2;nTTnn
2398;( 3 or 3 ) sep ( 4 or 1 );sep or 3 3 or 4 1;nnTTn,TnTnn
2399;( 4 and 2 ) sep ( 4 or 3 );sep and 4 2 or 4 3;nTnTn
2400;( 4 and 2 ) sep ( 2 and 1 );sep and 4 2 and 2 1;TTnTn
2401;( 5 or 4 ) sep ( 3 or 5 );sep or 5 4 or 3 5;nnnnT,nnTTn
2402;( 2 or 1 ) sep ( 5 or 3 );sep or 2 1 or 5 3;nTnnT,nTTnn,TnnnT,TnTnn
2403;5 sep ( 5 and 5 );sep 5 and 5 5;nnnnT
2404;( 3 or 4 ) sep ( 3 or 2 );sep or 3 4 or 3 2;nnTnn,nTnTn
2405;( 1 or 4 ) sep 2;sep or 1 4 2;nTnTn,TTnnn
2406;( 3 and 4 ) sep ( 4 or 2 );sep and 3 4 or 4 2;nnTTn
2407;5 sep ( 3 or 5 );sep 5 or 3 5;nnnnT
2408;( 4 or 4 ) sep ( 2 or 5 );sep or 4 4 or 2 5;nnnTT,nTnTn
2409;( 5 and 5 ) sep ( 3 and 2 );sep and 5 5 and 3 2;nTTnT
2410;( 5 or 3 ) sep ( 1 or 3 );sep or 5 3 or 1 3;nnTnn,TnnnT
2411;( 1 and 4 ) sep ( 3 or 1 );sep and 1 4 or 3 1;TnnTn
2412;( 3 and 5 ) sep ( 1 or 3 );sep and 3 5 or 1 3;nnTnT
2413;( 4 and 3 ) sep ( 4 and 5 );sep and 4 3 and 4 5;nnTTT
2414;( 4 or 5 ) sep ( 4 and 1 );sep or 4 5 and 4 1;TnnTn
2415;( 4 and 4 ) sep ( 1 and 4 );sep and 4 4 and 1 4;TnnTn
2416;1 sep ( 5 and 3 );sep 1 and 5 3;TnTnT
2417;( 1 and 1 ) sep ( 4 or 3 );sep and 1 1 or 4 3;TnnTn,TnTnn
2418;( 4 and 3 ) sep ( 2 or 1 );sep and 4 3 or 2 1;nTTTn,TnTTn
2419;( 5 and 3 ) sep ( 5 or 2 );sep and 5 3 or 5 2;nnTnT
2420;( 5 and 5 ) sep ( 5 and 2 );sep and 5 5 and 5 2;nTnnT
2421;( 1 and 5 ) sep ( 4 or 4 );sep and 1 5 or 4 4;TnnTT
2422;( 1 and 3 ) sep ( 3 or 2 );sep and 1 3 or 3 2;TnTnn
2423;( 1 or 3 ) sep ( 1 and 5 );sep or 1 3 and 1 5;TnnnT
2424;( 5 or 1 ) sep ( 4 or 1 );sep or 5 1 or 4 1;nnnTT,Tnnnn
2425;4 sep ( 4 or 5 );sep 4 or 4 5;nnnTn
2426;( 3 or 3 ) sep ( 3 and 5 );sep or 3 3 and 3 5;nnTnT
2427;( 2 or 3 ) sep ( 3 or 1 );sep or 2 3 or 3 1;nnTnn,TTnnn
2428;2 sep ( 5 and 3 );sep 2 and 5 3;nTTnT
2429;( 3 and 4 ) sep ( 1 or 5 );sep and 3 4 or 1 5;nnTTT,TnTTn
2430;( 4 and 5 ) sep 5;sep and 4 5 5;nnnTT
2431;( 4 and 2 ) sep ( 2 and 2 );sep and 4 2 and 2 2;nTnTn
2432;4 sep ( 2 and 3 );sep 4 and 2 3;nTTTn
2433;3 sep ( 1 or 5 );sep 3 or 1 5;nnTnT,TnTnn
2434;( 3 and 4 ) sep ( 5 or 3 );sep and 3 4 or 5 3;nnTTn
2435;( 5 or 4 ) sep ( 4 or 1 );sep or 5 4 or 4 1;nnnTn,TnnnT
2436;( 3 or 4 ) sep ( 1 and 3 );sep or 3 4 and 1 3;TnTnn
2437;( 1 or 2 ) sep ( 3 and 4 );sep or 1 2 and 3 4;nTTTn,TnTTn
2438;( 4 and 3 ) sep ( 3 or 3 );sep and 4 3 or 3 3;nnTTn
2439;( 2 and 2 ) sep ( 5 or 4 );sep and 2 2 or 5 4;nTnnT,nTnTn
2440;( 3 and 1 ) sep ( 3 or 3 );sep and 3 1 or 3 3;TnTnn
2441;( 3 or 3 ) sep ( 5 and 3 );sep or 3 3 and 5 3;nnTnT
2442;( 4 or 4 ) sep ( 1 and 4 );sep or 4 4 and 1 4;TnnTn
2443;( 4 and 1 ) sep ( 4 or 5 );sep and 4 1 or 4 5;TnnTn
2444;5 sep ( 1 and 2 );sep 5 and 1 2;TTnnT
2445;4 sep ( 2 and 1 );sep 4 and 2 1;TTnTn
2446;( 2 or 1 ) sep 5;sep or 2 1 5;nTnnT,TnnnT
2447;( 4 or 2 ) sep ( 1 or 2 );sep or 4 2 or 1 2;nTnnn,TnnTn
2448;( 5 and 1 ) sep ( 5 or 4 );sep and 5 1 or 5 4;TnnnT
2449;( 4 and 4 ) sep ( 5 or 3 );sep and 4 4 or 5 3;nnnTT,nnTTn
2450;( 5 and 2 ) sep ( 4 or 4 );sep and 5 2 or 4 4;nTnTT
2451;( 4 or 4 ) sep ( 2 or 2 );sep or 4 4 or 2 2;nTnTn
2452;( 5 and 5 ) sep ( 1 and 2 );sep and 5 5 and 1 2;TTnnT
2453;( 5 and 3 ) sep ( 1 or 5 );sep and 5 3 or 1 5;nnTnT
2454;( 2 or 4 ) sep ( 1 or 3 );sep or 2 4 or 1 3;nnTTn,nTTnn,TnnTn,TTnnn
2455;( 2 or 2 ) sep ( 2 or 3 );sep or 2 2 or 2 3;nTnnn
